code,description,level,revit,
Pr_40_30_29_31,Fixed observation poolside chairs,5,-2000080,
Pr_40_30_29_46,Leaning rails,5,-2000080,
Pr_40_30_29_61,Pedicure chairs,5,-2000080,
Pr_40_30_29_72,Retractable seats,5,-2000080,
Pr_40_30_29_79,Sitting rails,5,-2000080,
Pr_40_30_29_83,Spa foot ritual benches,5,-2000080,
Pr_40_30_29_84,Street and site benches,5,-2000080,
Pr_40_30_29_85,Street and site seats,5,-2000080,
Pr_40_30_29_88,Thrones,5,-2000080,
Pr_40_30_29_96,Wall-fixed lift-up seats,5,-2000080,
Pr_40_30_29_97,Wall-mounted gallery benches,5,-2000080,
Pr_40_30_29_98,Window seats,5,-2000080,
Pr_40_30_30,"Fitted desks, tables and worktops",4,-2000080,
Pr_40_30_30_18,Countertops,5,-2000080,
Pr_40_30_30_22,Dishwasher inlet tables,5,-2000080,
Pr_40_30_30_23,Dishwasher outlet tables,5,-2000080,
Pr_40_30_30_32,Food preparation worktops,5,-2000080,
Pr_40_30_30_42,Industrial work benches,5,-2000080,
Pr_40_30_30_45,Kitchen splashbacks,5,-2000080,
Pr_40_30_30_46,Kitchen worktops,5,-2000080,
Pr_40_30_30_47,Laboratory work benches,5,-2000080,
Pr_40_30_30_48,Laboratory worktops,5,-2000080,
Pr_40_30_30_62,Picnic tables,5,-2000080,
Pr_40_30_30_71,Reception desks,5,-2000080,
Pr_40_30_30_78,"School art, design and technology work benches",5,-2000080,
Pr_40_30_30_79,Servery counters,5,-2000080,
Pr_40_30_30_80,Sink tables,5,-2000080,
Pr_40_30_30_86,Street and site tables,5,-2000080,
Pr_40_30_30_96,Worktops,5,-2001350,
Pr_40_30_31,Flagpoles,4,-2001350,
Pr_40_30_31_29,Fan-assisted ground-mounted flagpoles,5,-2001350,
Pr_40_30_31_33,Ground-mounted banner poles,5,-2001350,
Pr_40_30_31_34,Ground-mounted flagpoles,5,-2001350,
Pr_40_30_31_35,Ground-mounted sleeved flagpoles,5,-2001350,
Pr_40_30_31_53,Mobile telescopic flagpoles,5,-2001350,
Pr_40_30_31_70,Rigged and guyed flagpoles,5,-2001350,
Pr_40_30_31_71,Rigged un-guyed flagpoles,5,-2001350,
Pr_40_30_31_96,Wall-mounted flagpoles,5,-2001350,
Pr_40_30_50,Mail fittings,4,-2001350,
Pr_40_30_50_46,Letter boxes,5,-2001350,
Pr_40_30_50_47,Letter cages,5,-2001350,
Pr_40_30_50_48,Letter plate internal flaps and seals,5,-2001350,
Pr_40_30_50_49,Letter plates,5,-2001350,
Pr_40_30_50_62,Pigeonholes,5,-2001350,
Pr_40_30_50_65,Post boxes,5,-2001350,
Pr_40_30_55,Musical instruments,4,-2001350,
Pr_40_30_55_06,Bell frames,5,-2001350,
Pr_40_30_55_07,Bell headstocks,5,-2001350,
Pr_40_30_55_08,Bell wheels,5,-2001350,
Pr_40_30_55_10,Bracket bells,5,-2001350,
Pr_40_30_55_77,Ship’s bells,5,-2001350,
Pr_40_30_55_89,Tower bells,5,-2001350,
Pr_40_30_55_90,Tubular bells,5,-2001350,
Pr_40_30_55_91,Turret bells,5,-2001350,
Pr_40_30_61,Play equipment,4,-2001350,
Pr_40_30_61_15,Climbing frames,5,-2001350,
Pr_40_30_61_18,Combined play structures,5,-2001350,
Pr_40_30_61_40,Imaginative play structures,5,-2001350,
Pr_40_30_61_42,Infants' swings,5,-2001350,
Pr_40_30_61_52,Modular play climbers,5,-2001350,
Pr_40_30_61_61,Play panels,5,-2001350,
Pr_40_30_61_62,Play pools,5,-2001350,
Pr_40_30_61_63,Play roundabouts,5,-2001350,
Pr_40_30_61_64,Play runways,5,-2001350,
Pr_40_30_61_65,Play sandpits,5,-2001350,
Pr_40_30_61_66,Play slides,5,-2001350,
Pr_40_30_61_67,Play swings,5,-2001350,
Pr_40_30_61_77,See-saws,5,-2001350,
Pr_40_30_61_78,Sensory play structures,5,-2001350,
Pr_40_30_61_79,Sit-on rockers,5,-2001350,
Pr_40_30_61_82,Spinning poles,5,-2001350,
Pr_40_30_61_88,Traditional rockers,5,-2001350,
Pr_40_30_61_95,Water play equipment,5,-2001350,
Pr_40_30_61_96,Water play fountains,5,-2001350,
Pr_40_30_61_97,Water play structures,5,-2001350,
Pr_40_30_61_98,Wobble boards,5,-2001350,
Pr_40_30_65,Point of sale fittings,4,-2001350,
Pr_40_30_65_11,Cash registers,5,-2001350,
Pr_40_30_65_12,Cash transfer units,5,-2001350,
Pr_40_30_65_13,Cashier drawers,5,-2001350,
Pr_40_30_65_60,Paystations and troughs,5,-2001350,
Pr_40_30_65_65,Point of sale units,5,-2001350,
Pr_40_30_65_88,Tills,5,-2001350,
Pr_40_30_66,Poster display units,4,-2001350,
Pr_40_30_66_22,Digital poster display units,5,-2001350,
Pr_40_30_66_73,Rolling poster display units,5,-2001350,
Pr_40_30_66_74,Rotating poster display units,5,-2001350,
Pr_40_30_66_84,Static poster display units,5,-2001350,
Pr_40_30_71,Religious fittings,4,-2001350,
Pr_40_30_71_01,Abat-voix,5,-2001350,
Pr_40_30_71_03,Ambons,5,-2001350,
Pr_40_30_71_06,Baldachins,5,-2001350,
Pr_40_30_71_07,Bimahs,5,-2001350,
Pr_40_30_71_31,Fonts,5,-2001350,
Pr_40_30_71_36,Hassocks,5,-2001350,
Pr_40_30_71_51,Minbars,5,-2001350,
Pr_40_30_71_56,Nave lecterns,5,-2001350,
Pr_40_30_71_68,Pulpits,5,-2001350,
Pr_40_30_75,Safes and security cabinets,4,-2001350,
Pr_40_30_75_11,Cash safes,5,-2001350,
Pr_40_30_75_16,Computer safes,5,-2001350,
Pr_40_30_75_20,Cupboard safes,5,-2001350,
Pr_40_30_75_21,Data protection safes,5,-2001350,
Pr_40_30_75_22,Deposit safes,5,-2001350,
Pr_40_30_75_29,Fire protection safes,5,-2001350,
Pr_40_30_75_30,Firearm security cabinets,5,-2001350,
Pr_40_30_75_31,Floorboard safes,5,-2001350,
Pr_40_30_75_36,High-security safes,5,-2001350,
Pr_40_30_75_38,Home and office safes,5,-2001350,
Pr_40_30_75_39,Hotel safes,5,-2001350,
Pr_40_30_75_45,Key safes,5,-2001350,
Pr_40_30_75_49,Lead security cabinets,5,-2001350,
Pr_40_30_75_51,Medical safes,5,-2001350,
Pr_40_30_75_55,Multipurpose security cabinets,5,-2001350,
Pr_40_30_75_60,Parcel safes,5,-2001350,
Pr_40_30_75_63,Plate safes,5,-2001350,
Pr_40_30_75_76,Secure rooms,5,-2001350,
Pr_40_30_75_77,Security cages,5,-2001350,
Pr_40_30_75_84,Steel security cabinets,5,-2001350,
Pr_40_30_75_90,Tool vaults,5,-2001350,
Pr_40_30_75_93,Underfloor safes,5,-2001350,
Pr_40_30_75_94,Vault doors,5,-2001350,
Pr_40_30_75_96,Wall safes,5,-2001350,
Pr_40_30_78_08,Bottle racks,5,-2001350,
Pr_40_30_78_15,Clothes hooks,5,-2001350,
Pr_40_30_78_17,Coat racks,5,-2001350,
Pr_40_30_78_19,Commercial kitchen shelving and racking units,5,-2001350,
Pr_40_30_78_27,Equipment storage racks,5,-2001350,
Pr_40_30_78_36,Hat stands,5,-2001350,
Pr_40_30_78_47,Library shelf units,5,-2001350,
Pr_40_30_78_58,Open bookcases,5,-2001350,
Pr_40_30_78_65,Post room racks,5,-2001350,
Pr_40_30_78_71,Retail shelf units,5,-2001350,
Pr_40_30_78_77,Shelf units,5,-2001350,
Pr_40_30_78_78,Shelves,5,-2001350,
Pr_40_30_78_80,Shoe trees,5,-2001350,
Pr_40_30_78_95,Wardrobe rails,5,-2001350,
Pr_40_30_80,Skateboard installations,4,-2001350,
Pr_40_30_80_75,Skate bowls,5,-2001350,
Pr_40_30_80_77,Skate edges,5,-2001350,
Pr_40_30_80_78,Skate pipes,5,-2001350,
Pr_40_30_80_80,Skate platforms,5,-2001350,
Pr_40_30_80_81,Skate rails,5,-2001350,
Pr_40_30_80_82,Skate ramps,5,-2001350,
Pr_40_30_80_83,Skate stairs,5,-2001350,
Pr_40_30_83,Sports fittings,4,-2001350,
Pr_40_30_83_08,Basketball hoops,5,-2001350,
Pr_40_30_83_10,Bouldering holds,5,-2001350,
Pr_40_30_83_11,Bouldering walls,5,-2001350,
Pr_40_30_83_14,Climbing walls,5,-2001350,
Pr_40_30_83_37,Hanging and stretching equipment,5,-2001350,
Pr_40_30_84,Sports goals,4,-2001350,
Pr_40_30_84_04,American football goalposts,5,-2001350,
Pr_40_30_84_05,Australian football goalposts,5,-2001350,
Pr_40_30_84_28,Five-a-side football goals,5,-2001350,
Pr_40_30_84_29,Fixed water polo goals,5,-2001350,
Pr_40_30_84_30,Floating water polo goals,5,-2001350,
Pr_40_30_84_31,Football goals,5,-2001350,
Pr_40_30_84_33,Gaelic football goalposts,5,-2001350,
Pr_40_30_84_36,Handball goals,5,-2001350,
Pr_40_30_84_39,Hockey goals,5,-2001350,
Pr_40_30_84_40,Ice hockey goals,5,-2001350,
Pr_40_30_84_46,Lacrosse goals,5,-2001350,
Pr_40_30_84_56,Netball goals,5,-2001350,
Pr_40_30_84_65,Polo goal posts,5,-2001350,
Pr_40_30_84_69,Quidditch goals,5,-2001350,
Pr_40_30_84_74,Rugby goalposts,5,-2001350,
Pr_40_30_85,Sports netting,4,-2001350,
Pr_40_30_85_04,Archery nets,5,-2001350,
Pr_40_30_85_06,Badminton nets,5,-2001350,
Pr_40_30_85_17,Cricket nets,5,-2001350,
Pr_40_30_85_24,Driving range nets,5,-2001350,
Pr_40_30_85_34,Golf course nets,5,-2001350,
Pr_40_30_85_80,Space nets,5,-2001350,
Pr_40_30_85_85,Stadium nets,5,-2001350,
Pr_40_30_85_87,Tennis nets,5,-2001350,
Pr_40_30_85_95,Volleyball nets,5,-2001350,
Pr_40_30_86,Swimming pool fittings,4,-2001350,
Pr_40_30_86_22,Diving platforms,5,-2001350,
Pr_40_30_86_24,Diving springboards,5,-2001350,
Pr_40_30_86_28,False start posts,5,-2001350,
Pr_40_30_86_30,Fixed domestic diving boards,5,-2001350,
Pr_40_30_86_32,Fixed starting platforms,5,-2001350,
Pr_40_30_86_47,Lane rope storage floor cover plates,5,-2001350,
Pr_40_30_86_59,Pool rails,5,-2001350,
Pr_40_30_86_78,Small water flumes,5,-2001350,
Pr_40_30_86_80,Small water slides,5,-2001350,
Pr_40_30_86_88,Touch panels,5,-2001350,
Pr_40_30_86_90,Turning boards,5,-2001350,
Pr_40_30_86_95,Water polo catwalks,5,-2001350,
Pr_40_30_86_96,Water polo field markers,5,-2001350,
Pr_40_30_87_03,Bathroom cabinets,5,-2001350,
Pr_40_30_87_07,Bedside units,5,-2001350,
Pr_40_30_87_11,Chests,5,-2001350,
Pr_40_30_87_12,Classroom storage units,5,-2001350,
Pr_40_30_87_14,Clothes drying cabinets,5,-2001350,
Pr_40_30_87_24,Display cases,5,-2001350,
Pr_40_30_87_25,Drawer units,5,-2001350,
Pr_40_30_87_26,Dressers,5,-2001350,
Pr_40_30_87_29,Filing cabinets,5,-2001350,
Pr_40_30_87_30,Folding tables storage cabinets,5,-2001350,
Pr_40_30_87_33,Glazed bookcases,5,-2001350,
Pr_40_30_87_40,Index storage units,5,-2001350,
Pr_40_30_87_42,Kitchen drawer units,5,-2001350,
Pr_40_30_87_46,Laboratory storage units,5,-2001350,
Pr_40_30_87_48,Lockers,5,-2001350,
Pr_40_30_87_51,Media wall partition units,5,-2001350,
Pr_40_30_87_52,Medicine cabinets,5,-2001350,
Pr_40_30_87_55,Museum showcases,5,-2001350,
Pr_40_30_87_57,Office storage units,5,-2001350,
Pr_40_30_87_63,Plan chests,5,-2001350,
Pr_40_30_87_72,Retail storage units,5,-2001350,
Pr_40_30_87_73,Rotary storage units,5,-2001350,
Pr_40_30_87_81,Sideboards,5,-2001350,
Pr_40_30_87_85,Storage chests,5,-2001350,
Pr_40_30_87_86,Storage wall partition units,5,-2001350,
Pr_40_30_87_87,Suspension storage units,5,-2001350,
Pr_40_30_87_90,Tool chests,5,-2001350,
Pr_40_30_87_93,Under-bed storage units,5,-2001350,
Pr_40_30_87_96,Wardrobes,5,-2001350,
Pr_40_50,Furnishings,3,-2000080,
Pr_40_50_05,Artworks,4,-2000080,
Pr_40_50_05_02,Acrylic paintings,5,-2000080,
Pr_40_50_05_11,Carvings,5,-2000080,
Pr_40_50_05_13,Chalk drawings,5,-2000080,
Pr_40_50_05_14,Charcoal drawings,5,-2000080,
Pr_40_50_05_24,Drypoint prints,5,-2000080,
Pr_40_50_05_27,Embroideries,5,-2000080,
Pr_40_50_05_28,Etchings,5,-2000080,
Pr_40_50_05_29,Floor-mounted mobiles,5,-2000080,
Pr_40_50_05_30,Floor-mounted sculptures,5,-2000080,
Pr_40_50_05_33,Garden ornaments,5,-2000080,
Pr_40_50_05_41,Indoor ornaments,5,-2000080,
Pr_40_50_05_42,Installation pieces,5,-2000080,
Pr_40_50_05_43,Interactive artworks,5,-2000080,
Pr_40_50_05_46,Linoprints,5,-2000080,
Pr_40_50_05_51,Mixed media artworks,5,-2000080,
Pr_40_50_05_55,Murals,5,-2000080,
Pr_40_50_05_58,Oil paintings,5,-2000080,
Pr_40_50_05_60,Pastel drawings,5,-2000080,
Pr_40_50_05_62,Pencil drawings,5,-2000080,
Pr_40_50_05_66,Projected artworks,5,-2000080,
Pr_40_50_05_76,Screenprints,5,-2000080,
Pr_40_50_05_77,Sculptural reliefs,5,-2000080,
Pr_40_50_05_82,Sons et lumiéres,5,-2000080,
Pr_40_50_05_84,Stand-mounted sculptures,5,-2000080,
Pr_40_50_05_85,Statuary,5,-2000080,
Pr_40_50_05_86,Suspended mobiles,5,-2000080,
Pr_40_50_05_87,Tapestries,5,-2000080,
Pr_40_50_05_95,Wall hangings,5,-2000080,
Pr_40_50_05_96,Wall-mounted sculptures,5,-2000080,
Pr_40_50_05_97,Watercolour paintings,5,-2000080,
Pr_40_50_06,Beds,4,-2000080,
Pr_40_50_06_10,Bunk beds,5,-2000080,
Pr_40_50_06_11,Camp beds,5,-2000080,
Pr_40_50_06_14,Chair beds,5,-2000080,
Pr_40_50_06_16,Cots,5,-2000080,
Pr_40_50_06_18,Cradles,5,-2000080,
Pr_40_50_06_22,Divans,5,-2000080,
Pr_40_50_06_24,Double beds,5,-2000080,
Pr_40_50_06_30,Foldaway beds,5,-2000080,
Pr_40_50_06_31,Four-poster beds,5,-2000080,
Pr_40_50_06_32,Futons,5,-2000080,
Pr_40_50_06_36,Hammocks,5,-2000080,
Pr_40_50_06_37,Headboards,5,-2000080,
Pr_40_50_06_38,Hospital bedheads,5,-2000080,
Pr_40_50_06_39,Hospital beds,5,-2000080,
Pr_40_50_06_50,Mattresses,5,-2000080,
Pr_40_50_06_77,Single beds,5,-2000080,
Pr_40_50_06_96,Waterbeds,5,-2000080,
Pr_40_50_07,Bins and buckets,4,-2001350,
Pr_40_50_07_02,Aggregate bins,5,-2001350,
Pr_40_50_07_04,Ashtrays,5,-2001350,
Pr_40_50_07_07,Bin stores,5,-2001350,
Pr_40_50_07_10,Bulk storage fire sand bins,5,-2001350,
Pr_40_50_07_12,Cemetery flower baskets,5,-2001350,
Pr_40_50_07_19,Compost bins,5,-2001350,
Pr_40_50_07_22,Disposal containers,5,-2001350,
Pr_40_50_07_25,Dustbins,5,-2001350,
Pr_40_50_07_33,Galvanized steel fire buckets,5,-2001350,
Pr_40_50_07_35,Grit bins,5,-2001350,
Pr_40_50_07_46,Linen containers,5,-2001350,
Pr_40_50_07_47,Litter bins,5,-2001350,
Pr_40_50_07_56,Nappy disposal bins,5,-2001350,
Pr_40_50_07_57,Needle disposal boxes,5,-2001350,
Pr_40_50_07_58,Non-segregated waste bins,5,-2001350,
Pr_40_50_07_64,Plastics fire buckets,5,-2001350,
Pr_40_50_07_70,Recycling bins,5,-2001350,
Pr_40_50_07_71,Refuse bag holders,5,-2001350,
Pr_40_50_07_72,Refuse bins,5,-2001350,
Pr_40_50_07_75,Salt bins,5,-2001350,
Pr_40_50_07_76,Sanitary towel disposal bins,5,-2001350,
Pr_40_50_07_77,Segregated waste bins,5,-2001350,
Pr_40_50_07_96,Waste bins,5,-2001350,
Pr_40_50_12,"Chairs, seats and benches",4,-2000080,
Pr_40_50_12_03,Armrests,5,-2000080,
Pr_40_50_12_04,Assembly stacking chairs,5,-2000080,
Pr_40_50_12_05,Auditorium chairs,5,-2000080,
Pr_40_50_12_06,Barbell benches,5,-2000080,
Pr_40_50_12_07,Benches,5,-2000080,
Pr_40_50_12_12,Ceremonial chairs,5,-2000080,
Pr_40_50_12_14,Chaises longues,5,-2000080,
Pr_40_50_12_15,Changing benches,5,-2000080,
Pr_40_50_12_16,Classroom seats,5,-2000080,
Pr_40_50_12_20,Deckchairs,5,-2000080,
Pr_40_50_12_21,Dining benches,5,-2000080,
Pr_40_50_12_22,Dining chairs,5,-2000080,
Pr_40_50_12_26,Easy chairs,5,-2000080,
Pr_40_50_12_27,Electrically operated chairs,5,-2000080,
Pr_40_50_12_30,Flip-up seats,5,-2000080,
Pr_40_50_12_31,Folding chairs,5,-2000080,
Pr_40_50_12_32,Footrests,5,-2000080,
Pr_40_50_12_33,Garden benches,5,-2000080,
Pr_40_50_12_37,High chairs,5,-2000080,
Pr_40_50_12_46,Library chairs,5,-2000080,
Pr_40_50_12_47,Linked seats,5,-2000080,
Pr_40_50_12_48,Lounge chairs,5,-2000080,
Pr_40_50_12_51,Meeting room chairs,5,-2000080,
Pr_40_50_12_57,Office chairs,5,-2000080,
Pr_40_50_12_59,Ottomans,5,-2000080,
Pr_40_50_12_62,Pews,5,-2000080,
Pr_40_50_12_63,Play chairs,5,-2000080,
Pr_40_50_12_64,Portable observation poolside chairs,5,-2000080,
Pr_40_50_12_71,Reception chairs,5,-2000080,
Pr_40_50_12_72,Reclining chairs,5,-2000080,
Pr_40_50_12_74,Rocking chairs,5,-2000080,
Pr_40_50_12_76,Settees,5,-2000080,
Pr_40_50_12_80,Sofa beds,5,-2000080,
Pr_40_50_12_81,Sofas,5,-2000080,
Pr_40_50_12_82,Stacking benches,5,-2000080,
Pr_40_50_12_83,Stacking chairs,5,-2000080,
Pr_40_50_12_84,Stacking pews,5,-2000080,
Pr_40_50_12_85,Stools,5,-2000080,
Pr_40_50_12_86,Study chairs,5,-2000080,
Pr_40_50_12_87,Swing chairs,5,-2000080,
Pr_40_50_12_88,Tennis umpire's stands,5,-2000080,
Pr_40_50_12_93,Upholstered benches,5,-2000080,
Pr_40_50_12_94,Utility weight benches,5,-2000080,
Pr_40_50_13,Clocks,4,-2001350,
Pr_40_50_13_06,Battery analogue clocks,5,-2001350,
Pr_40_50_13_22,Digital clocks,5,-2001350,
Pr_40_50_13_26,Electric clocks,5,-2001350,
Pr_40_50_13_29,Flip clocks,5,-2001350,
Pr_40_50_13_51,Mechanical clocks,5,-2001350,
Pr_40_50_13_61,Pendulum clocks,5,-2001350,
Pr_40_50_13_66,Projection clocks,5,-2001350,
Pr_40_50_13_70,Quartz clocks,5,-2001350,
Pr_40_50_13_71,Radio clocks,5,-2001350,
Pr_40_50_13_86,Sundials,5,-2001350,
Pr_40_50_13_89,Torsion pendulum clocks,5,-2001350,
Pr_40_50_13_96,Water clocks,5,-2001350,
Pr_40_50_21_05,Audiovisual tables,5,-2000080,
Pr_40_50_21_08,Boardroom tables,5,-2000080,
Pr_40_50_21_10,Bureaux,5,-2000080,
Pr_40_50_21_11,Cable-managed podium tables,5,-2000080,
Pr_40_50_21_13,Classroom desks and tables,5,-2000080,
Pr_40_50_21_14,Coffee tables,5,-2000080,
Pr_40_50_21_15,Conference tables,5,-2000080,
Pr_40_50_21_16,Console tables,5,-2000080,
Pr_40_50_21_17,Computer desks,5,-2000080,
Pr_40_50_21_21,Desks,5,-2000080,
Pr_40_50_21_22,Dining tables,5,-2000080,
Pr_40_50_21_23,Display case tables,5,-2000080,
Pr_40_50_21_24,Drafting machines,5,-2000080,
Pr_40_50_21_25,Drawing boards,5,-2000080,
Pr_40_50_21_26,Dressing tables,5,-2000080,
Pr_40_50_21_29,Flip-top tables,5,-2000080,
Pr_40_50_21_30,Folding dining room tables,5,-2000080,
Pr_40_50_21_31,Folding tables,5,-2000080,
Pr_40_50_21_32,Food preparation tables,5,-2000080,
Pr_40_50_21_33,Gallery benches,5,-2000080,
Pr_40_50_21_46,Laboratory work benches and tables,5,-2000080,
Pr_40_50_21_47,Laundry finishing tables,5,-2000080,
Pr_40_50_21_48,Laundry spotting tables,5,-2000080,
Pr_40_50_21_49,Light tables,5,-2000080,
Pr_40_50_21_50,Manicure finishing tables,5,-2000080,
Pr_40_50_21_51,Meeting room tables,5,-2000080,
Pr_40_50_21_58,Occasional tables,5,-2000080,
Pr_40_50_21_59,Office desks,5,-2000080,
Pr_40_50_21_60,Office tables,5,-2000080,
Pr_40_50_21_63,Play tables,5,-2000080,
Pr_40_50_21_70,Reading desks,5,-2000080,
Pr_40_50_21_73,Reference and search desks,5,-2000080,
Pr_40_50_21_76,"School art, design and technology tables",5,-2000080,
Pr_40_50_21_84,Stand-up tables,5,-2000080,
Pr_40_50_21_85,Study desks,5,-2000080,
Pr_40_50_21_90,Touchdown desks,5,-2000080,
Pr_40_50_21_96,Workstations,5,-2000080,
Pr_40_50_21_98,Writing desks,5,-2000080,
Pr_40_50_21_99,Writing tablets (detachable),5,-2000080,
Pr_40_50_28,Extinguishers and fire blankets,4,-2001350,
Pr_40_50_28_11,Carbon dioxide fire extinguishers,5,-2001350,
Pr_40_50_28_12,Carbon steel fire buckets,5,-2001350,
Pr_40_50_28_24,Dry powder fire extinguishers,5,-2001350,
Pr_40_50_28_28,Extinguisher floor stands,5,-2001350,
Pr_40_50_28_29,Fire protective blankets,5,-2001350,
Pr_40_50_28_30,Foam fire extinguishers,5,-2001350,
Pr_40_50_28_31,Fire suppression liquid,5,-2001350,
Pr_40_50_28_47,Heat protective blankets,5,-2001350,
Pr_40_50_28_64,Portable fire extinguishers,5,-2001350,
Pr_40_50_28_96,Water fire extinguishers,5,-2001350,
Pr_40_50_28_97,Wet chemical fire extinguishers,5,-2001350,
Pr_40_50_31,Furniture booths,4,-2000080,
Pr_40_50_31_51,Meeting booths,5,-2000080,
Pr_40_50_31_71,Restaurant booths,5,-2000080,
Pr_40_50_33,Garden furnishings,4,-2000080,
Pr_40_50_33_33,Garden awnings,5,-2000080,
Pr_40_50_33_34,Garden umbrellas,5,-2000080,
Pr_40_50_51,Medical chairs and couches,4,-2001350,
Pr_40_50_51_05,Bariatric patient chairs,5,-2001350,
Pr_40_50_51_06,Bariatric plinth couches,5,-2001350,
Pr_40_50_51_07,Blood sampling chairs,5,-2001350,
Pr_40_50_51_08,Bo-plinth couches,5,-2001350,
Pr_40_50_51_15,Commodes,5,-2001350,
Pr_40_50_51_21,Day care couches,5,-2001350,
Pr_40_50_51_22,Dental chairs,5,-2001350,
Pr_40_50_51_23,Dialysis chairs,5,-2001350,
Pr_40_50_51_25,Echocardiography couches,5,-2001350,
Pr_40_50_51_26,"Ear, nose and throat (ENT) and ophthalmic chairs",5,-2001350,
Pr_40_50_51_27,Examination and treatment chairs,5,-2001350,
Pr_40_50_51_28,Examination and treatment couches,5,-2001350,
Pr_40_50_51_34,Gynaecology chairs,5,-2001350,
Pr_40_50_51_35,Gynaecology couches,5,-2001350,
Pr_40_50_51_51,Minor operations couches,5,-2001350,
Pr_40_50_51_58,Oncology chairs,5,-2001350,
Pr_40_50_51_59,Outpatients couches,5,-2001350,
Pr_40_50_51_61,Phlebotomy chairs,5,-2001350,
Pr_40_50_51_62,Phlebotomy couches,5,-2001350,
Pr_40_50_51_63,Plaster chairs,5,-2001350,
Pr_40_50_51_65,Podiatry chairs,5,-2001350,
Pr_40_50_51_71,Reclining treatment armchairs,5,-2001350,
Pr_40_50_51_75,Sanitary seats,5,-2001350,
Pr_40_50_51_84,Step stools,5,-2001350,
Pr_40_50_51_92,Ultrasound couches,5,-2001350,
Pr_40_50_52,"Medical desks, tables and worktops",4,-2001350,
Pr_40_50_52_22,Dissection tables,5,-2001350,
Pr_40_50_52_50,Mayo tables,5,-2001350,
Pr_40_50_52_57,Operating theatre tables,5,-2001350,
Pr_40_50_52_58,Overbed tables,5,-2001350,
Pr_40_50_52_59,Overchair tables,5,-2001350,
Pr_40_50_52_65,Post-mortem tables,5,-2001350,
Pr_40_50_52_88,Tilt tables,5,-2001350,
Pr_40_50_53,Medical trolleys,4,-2001350,
Pr_40_50_53_04,Armchair patient trolleys,5,-2001350,
Pr_40_50_53_06,Bariatric patient trolleys,5,-2001350,
Pr_40_50_53_24,Dressing trolleys,5,-2001350,
Pr_40_50_53_27,Emergency trolleys,5,-2001350,
Pr_40_50_53_33,General-purpose medical trolleys,5,-2001350,
Pr_40_50_53_41,Instruments trolleys,5,-2001350,
Pr_40_50_53_48,Lockable hospital trolleys,5,-2001350,
Pr_40_50_53_51,Medical service carts,5,-2001350,
Pr_40_50_53_60,Patient notes trolleys,5,-2001350,
Pr_40_50_53_61,Patient trolleys,5,-2001350,
Pr_40_50_53_62,Phlebotomy trolleys,5,-2001350,
Pr_40_50_53_66,Procedure trolleys,5,-2001350,
Pr_40_50_53_81,Soiled linen trolleys,5,-2001350,
Pr_40_50_81,Soft furnishings,4,-2000080,
Pr_40_50_81_06,Beanbags,5,-2000080,
Pr_40_50_81_07,Blankets,5,-2000080,
Pr_40_50_81_20,Cushions,5,-2000080,
Pr_40_50_81_25,Duvets,5,-2000080,
Pr_40_50_81_29,Flannels,5,-2000080,
Pr_40_50_81_56,Napkins,5,-2000080,
Pr_40_50_81_62,Pillows,5,-2000080,
Pr_40_50_81_63,Placemats,5,-2000080,
Pr_40_50_81_73,Rugs,5,-2000080,
Pr_40_50_81_74,Runners,5,-2000080,
Pr_40_50_81_77,Sheets,5,-2000080,
Pr_40_50_81_86,Swags,5,-2000080,
Pr_40_50_81_87,Tablecloths,5,-2000080,
Pr_40_50_81_90,Towels,5,-2000080,
Pr_40_50_81_91,Trimmings,5,-2000080,
Pr_40_50_81_94,Valances,5,-2000080,
Pr_40_50_83,Sports furnishings,4,-2001350,
Pr_40_50_83_06,Balancing equipment,5,-2001350,
Pr_40_50_83_19,Cricket wicket stump boxes,5,-2001350,
Pr_40_50_83_20,Cycle ramps,5,-2001350,
Pr_40_50_83_28,Equestrian riding equipment,5,-2001350,
Pr_40_50_83_29,Fencing pistes,5,-2001350,
Pr_40_50_83_44,Jumping equipment,5,-2001350,
